timestamp,elapsed_seconds,current_temp_c,target_temp_c,ssr_output_percent,state,progress_percent,step_name,step_index,total_steps
2025-01-01 10:05:34,0.0,131.88,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:36,0.0,132.18,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:38,0.0,132.49,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:40,0.0,132.78,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:42,0.0,133.08,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:44,0.0,133.37,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:46,0.0,133.67,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:48,0.0,133.96,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:50,0.0,134.24,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:52,0.0,134.53,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:54,0.0,134.81,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:56,0.0,135.09,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:05:58,0.0,135.37,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:00,0.0,135.65,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:02,0.0,135.92,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:04,0.0,136.19,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:06,0.0,136.46,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:08,0.0,136.73,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:10,0.0,136.99,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:12,0.0,137.26,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:14,0.0,137.52,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:16,0.0,137.78,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:18,0.0,138.03,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:20,0.0,138.29,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:22,0.0,138.54,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:24,0.0,138.79,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:26,0.0,139.04,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:28,0.0,139.29,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:30,0.0,139.53,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:32,0.0,139.77,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:34,0.0,140.01,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:36,0.0,140.25,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:38,0.0,140.49,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:40,0.0,140.73,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:42,0.0,140.96,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:44,0.0,141.19,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:46,0.0,141.42,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:48,0.0,141.65,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:50,0.0,141.87,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:52,0.0,142.10,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:54,0.0,142.32,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:56,0.0,142.54,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:06:58,0.0,142.76,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:00,0.0,142.98,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:02,0.0,143.19,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:04,0.0,143.40,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:06,0.0,143.62,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:08,0.0,143.83,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:10,0.0,144.04,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:12,0.0,144.24,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:14,0.0,144.45,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:16,0.0,144.65,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:18,0.0,144.85,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:20,0.0,145.05,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:22,0.0,145.25,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:24,0.0,145.45,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:26,0.0,145.65,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:28,0.0,145.84,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:30,0.0,146.03,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:32,0.0,146.22,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:34,0.0,146.41,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:36,0.0,146.60,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:38,0.0,146.79,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:40,0.0,146.97,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:42,0.0,147.15,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:44,0.0,147.34,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:46,0.0,147.52,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:48,0.0,147.70,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:50,0.0,147.87,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:52,0.0,148.05,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:54,0.0,148.23,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:56,0.0,148.40,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:07:58,0.0,148.57,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:00,0.0,148.74,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:02,0.0,148.91,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:04,0.0,149.08,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:06,0.0,149.25,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:08,0.0,149.41,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:10,0.0,149.58,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:12,0.0,149.74,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:14,0.0,149.90,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:16,0.0,150.06,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:18,0.0,150.22,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:20,0.0,150.38,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:22,0.0,150.53,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:24,0.0,150.69,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:26,0.0,150.84,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:28,0.0,150.99,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:30,0.0,151.15,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:32,0.0,151.30,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:34,0.0,151.45,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:36,0.0,151.59,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:38,0.0,151.74,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:40,0.0,151.89,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:42,0.0,152.03,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:44,0.0,152.17,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:46,0.0,152.31,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:48,0.0,152.46,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:50,0.0,152.60,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:52,0.0,152.73,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:54,0.0,152.87,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:56,0.0,153.01,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:08:58,0.0,153.14,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:00,0.0,153.28,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:02,0.0,153.41,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:04,0.0,153.54,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:06,0.0,153.67,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:08,0.0,153.80,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:10,0.0,153.93,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:12,0.0,154.06,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:14,0.0,154.19,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:16,0.0,154.31,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:18,0.0,154.44,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:20,0.0,154.56,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:22,0.0,154.69,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:24,0.0,154.81,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:26,0.0,154.93,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:28,0.0,155.05,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:30,0.0,155.17,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:32,0.0,155.29,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:34,0.0,155.40,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:36,0.0,155.52,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:38,0.0,155.64,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:40,0.0,155.75,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:42,0.0,155.86,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:44,0.0,155.98,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:46,0.0,156.09,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:48,0.0,156.20,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:50,0.0,156.31,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:52,0.0,156.42,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:54,0.0,156.53,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:56,0.0,156.63,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:09:58,0.0,156.74,0.00,100.00,TUNING,0.0,heat1,0,4
2025-01-01 10:10:00,0.0,156.85,0.00,100.00,TUNING,0.0,heat1,0,4
